id,title,duration,boxoffice,first_boxoffice,pr_movie,bt_movie,cl_movie,de_movie,pr_box_rank,is_ip,is_sequel,douban_rating,baidu_index,actor,issue_company,manu_company,rating_numbers,comment_numbers,review_numbers,director_1_id,director_1_name,director_1_amount,director_1_boxoffice,director_1_pr_boxrank,director_1_baidu,director_2_id,director_2_name,director_2_amount,director_2_boxoffice,director_2_pr_boxrank,director_2_baidu,actor_1_id,actor_1_name,actor_1_amount,actor_1_boxoffice,actor_1_pr_boxrank,actor_1_baidu,actor_1_fans,actor_2_id,actor_2_name,actor_2_amount,actor_2_boxoffice,actor_2_pr_boxrank,actor_2_baidu,actor_2_fans,scenarist_1_id,scenarist_1_name,scenarist_1_amount,scenarist_1_boxoffice,scenarist_1_pr_boxrank,scenarist_1_baidu,scenarist_2_id,scenarist_2_name,scenarist_2_amount,scenarist_2_boxoffice,scenarist_2_pr_boxrank,scenarist_2_baidu,issue_company_1_id,manu_company_1_id,type,technology,release_date,year,month,day,day_of_week,quarter,week,duration_85,duration_85_140,duration_140,type_list,num_types,genre_剧情,genre_爱情,genre_喜剧,genre_动作,genre_惊悚,genre_悬疑,genre_犯罪,genre_战争,genre_恐怖,genre_纪录片,genre_青春,genre_奇幻,genre_冒险,genre_儿童,genre_传记,genre_古装,genre_励志,genre_亲情,genre_科幻,genre_历史,genre_avg,technology_list,technology_2D,technology_3D,technology_IMAX,year_mean_1000,is_weekend,springfestival,summer,nationalday,newyear,is_star_issue_company,is_star_manu_company
729,雪花秘扇,98.0,3502.4,1621.0,3.50375,314669.53125,0.18364,2.01008,3.15364,0,0,5.7,6416.0,全智贤 Gianna Jun;;;李冰冰 Bingbing Li;;;邬君梅 Vivian Wu;;;姜武 Wu Jiang;;;休·杰克曼 Hugh Jackman;;;阿奇·高 Archie Kao;;;王盛德 Russell Wong;;;蒋怡 Coco Chiang;;;胡靖筠 Jing-jun Hu;;;沈丹萍 Danping Shen;;;唐莹 Ying Tang;;;孙飞虎 Feihu Sun;;;吕中 Zhong Lv;;;陆弈静 Yi-Ching Lu;;;方舟波 Zhoubo Fang;;;高圣远 Archie Kao;;;詹妮弗·林 Jennifer Lin,";;;二十世纪福斯探照灯影业 Fox Searchlight Pictures;;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd;;;上海电影股份有限公司影视发行分公司 Eastern Mordor",";;;上海电影（集团）有限公司 Shanghai Film Group Co.,Ltd;;;IDG中国媒体基金 IDG China Media Fund;;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd;;;北京华亿联盟文化传媒投资有限公司 Beijing Huayi alliance culture media Investment Co., Ltd.;;; Skyland Films;;;时尚传媒集团 Trends Media Group",69433.0,20403.0,703.0,1014195.0,王颖,0,0.0,0.6068100000000001,0.0,,,0,0.0,0.0,0.0,1040990.0,李冰冰,11,95503.0,3.7682,6887.0,4285.0,1035649.0,全智贤,0,0.0,0.37841,0.0,0.0,1353154.0,安吉拉·沃克曼,0,0.0,0.6068100000000001,0.0,1000687.0,罗纳德·巴斯,0,0.0,0.37841,0.0,1228.0,63.0,爱情,2D,2011-06-24,2011,6,24,4,2,25,False,True,False,['爱情'],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5737,['2D'],1,0,0,9441,1,False,False,False,False,False,True
730,杨门女将之军令如山,108.0,3494.6,2110.0,5.53324,983565.6875,0.18879,1.94151,5.1893400000000005,0,0,3.5,7246.0,张柏芝 Cecilia Cheung;;;任贤齐 Richie Ren;;;刘晓庆 Xiaoqing Liu;;;郑佩佩 Pei-pei Cheng;;;周海媚 Kathy Chow;;;于娜 Na Yu;;;金巧巧 Qiaoqiao Jin;;;陈紫函 Zihan Chen;;;大岛由加利 Yukari ?shima;;;刘冬 Dong Liu;;;赵芊羽 Zhao Qian-yu;;;杨紫彤 Yang Zi-tong;;;肖明玉 Xiao Ming Yu;;;戈春艳 Chunyan Ge;;;李静 Jing Li;;;王媞 Katy Wang;;;午马 Ma Wu;;;周小飞 Zhou Xiao-fei;;;林威 Wai Lam;;;黄小瑜 Xiaoyu Huang,;;;上海电影股份有限公司影视发行分公司 Eastern Mordor;;;中国电影集团公司 China Film Group Corporation,";;;上海电影（集团）有限公司 Shanghai Film Group Co.,Ltd;;;北京中视传媒影视文化传播有限公司 Beijing Zhongshi Media Entertainment Co.,Ltd;;;北京四海腾飞影视文化传媒有限公司 Beijing Sihaitengfei film and television culture media Co., Ltd.;;;乐道文化投资有限公司 Ledao culture Investment Co., Ltd.;;;杭州同方联合影业集团有限公司 Hangzhou Topfun Entertainment Co.,Ltd;;;凤凰影视文化有限公司 Fenghuang Film and TV Media Co.,Ltd",22022.0,7544.0,313.0,1280419.0,陈勋奇,0,0.0,2.54449,934.0,,,0,0.0,0.0,0.0,1003495.0,张柏芝,6,23667.0,2.81056,25753.0,1308.0,1009888.0,任贤齐,10,17408.0,2.9149,5181.0,606.0,1280419.0,陈勋奇,0,0.0,2.54449,934.0,1404668.0,柳蘅,0,0.0,0.48769,0.0,1.0,63.0,动作/古装/战争,2D,2011-11-18,2011,11,18,4,4,46,False,True,False,"['动作', '古装', '战争']",3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12541,['2D'],1,0,0,9441,1,False,False,False,False,True,True
731,寻龙夺宝,93.0,3211.7,1576.0,3.78023,324616.3125,0.17125,0.6460600000000001,4.9149400000000005,0,0,3.7,6370.0,山姆·尼尔 Sam Neill;;;陈小春 Jordan Chan;;;王姬 Heidi Wong;;;路易斯·科贝特 Louis Corbett;;;李林金 LiLinJin;;;罗伯特·马萌 Robert Mammone,;;;中国电影集团公司 China Film Group Corporation,";;;横店影视制作有限公司 HG Entertainment Co.,Ltd;;;阿德莱德电影公司 Adelaide  Film Company;;;SAPO投资公司 SAPO  Investment Company;;;Apothecary公司 Apothecary Company;;;薯条公司 Shu Tiao Company;;;东方星空创业投资有限公司 East Sky Investment  Co.,Ltd;;;东阳基业先锋影视传媒有限公司 Dongyang Jiye Xianfeng Entertainment Co.,Ltd;;;杭州文化广播电视集团  Hangzhou Culture Radio Television Group",5385.0,1868.0,91.0,1214004.0,马里奥·安德鲁西奥,0,0.0,1.5330000000000001,0.0,1315628.0,陈宝玲,0,0.0,0.93546,0.0,1049525.0,山姆·尼尔,0,0.0,0.8415,0.0,0.0,1075760.0,陈小春,4,9457.0,4.93149,8227.0,1300.0,1214004.0,马里奥·安德鲁西奥,0,0.0,1.5330000000000001,0.0,1327746.0,约翰·阿姆斯特朗,0,0.0,0.49575,0.0,59.0,742.0,动作/冒险,2D,2011-03-11,2011,3,11,4,1,10,False,True,False,"['动作', '冒险']",2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21012,['2D'],1,0,0,9441,1,False,False,False,False,True,False
732,假装情侣,93.0,3133.6,1237.0,1.22908,73472.51562,0.18429,2.03552,2.23065,0,0,6.1,4128.0,黄渤 Bo Huang;;;江一燕 Yiyan Jiang;;;张默 Mo Zhang;;;夏嘉伟 Jiawei Xia;;;郝好 Hao Hao,";;;电广传媒影业(北京)有限公司 TIK Films（Beijing）Pictures Co.,Ltd;;;江苏幸福蓝海影院发展有限责任公司 Omnijoi Cinema Develepment Co.,Ltd;;;中国电影集团公司 China Film Group Corporation;;;蘭发行团队 LAN TEAM",";;;电广传媒影业(北京)有限公司 TIK Films（Beijing）Pictures Co.,Ltd;;;云文（北京）影业投资有限责任公司 Yunwen（Beijing）Pictures Co., Ltd",51987.0,13646.0,311.0,1275174.0,刘奋斗,0,0.0,1.55689,0.0,,,0,0.0,0.0,0.0,1274242.0,黄渤,16,61305.0,28.81326,11433.0,4279.0,1274286.0,江一燕,4,23638.0,3.62685,7281.0,579.0,1275174.0,刘奋斗,1,0.0,1.55689,0.0,1317631.0,焦华静,0,0.0,2.7863900000000004,0.0,877.0,877.0,爱情/喜剧,2D,2011-06-24,2011,6,24,4,2,25,False,True,False,"['爱情', '喜剧']",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7996,['2D'],1,0,0,9441,1,False,False,False,False,False,True
733,幸福额度,93.0,2934.9,1377.0,0.97172,40577.8125,0.18309,2.61878,0.47557,0,0,5.8,7160.0,林志玲 Chiling Lin;;;陈坤 Kun Chen;;;廖凡 Fan Liao;;;杨祐宁 Tony Yang;;;吴翩翩 Amber,";;;北京小马奔腾文化传媒股份有限公司 Beijing Galloping Horse Media Co.,Ltd;;;中国电影集团公司 China Film Group Corporation",";;;东申童画（北京）文化传播有限公司 KPictures（Beijing） Media  Co.,Ltd",63252.0,18737.0,338.0,1189801.0,陈正道,0,0.0,4.5975,256.0,,,0,0.0,0.0,0.0,1036839.0,林志玲,4,63237.0,4.08421,22193.0,1906.0,1007401.0,廖凡,10,180109.0,5.70809,1788.0,80.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,639.0,1241.0,爱情/喜剧,2D,2011-10-20,2011,10,20,3,4,42,False,True,False,"['爱情', '喜剧']",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7996,['2D'],1,0,0,9441,0,False,False,False,False,True,False
735,B+侦探,100.0,2502.1,968.0,2.22675,214297.125,0.18526,3.52769,1.3169799999999998,0,0,5.7,218.0,郭富城 Aaron Kwok;;;廖启智 Kai Chi Liu;;;徐正曦 JeremyJones;;;谭耀文 Patrick Tam;;;谷祖琳 Jo Kuk;;;张兆辉 Siu-fai Cheung;;;原丽淇 Eugenia Yuan;;;龚蓓苾 Beibi Gong;;; 林雪 Suet Lam;;;刘浩龙 Wilfred Lau;;;林司敏 Si Man Lam;;;黄又南 You-nam Wong;;;王梓一 Max Wang,";;;寰宇影片发行有限公司 Universe Films Distribution Co.,Ltd;;;北京光线影业有限公司 Beijing Enlight Pictures Co.,Ltd",;;;寰宇娱乐有限公司 Universe Entertainment;;;银都机构有限公司 Sil-Metropole Organization Ltd.,29127.0,5984.0,145.0,1280774.0,彭顺,1,5678.0,3.14648,279.0,,,0,0.0,0.0,0.0,1041390.0,郭富城,6,19220.0,12.27715,8467.0,1340.0,1274268.0,廖启智,5,15972.0,2.13632,510.0,0.0,1280774.0,彭顺,1,5678.0,3.14648,279.0,,,0,0.0,0.0,0.0,216.0,881.0,悬疑/惊悚,2D,2011-04-29,2011,4,29,4,2,17,False,True,False,"['悬疑', '惊悚']",2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4467,['2D'],1,0,0,9441,1,False,False,False,False,False,True
736,极速天使,111.0,2460.8,1483.0,2.39148,316813.1875,0.18895,3.08836,1.7377900000000002,0,0,5.0,5908.0,汤唯 Wei Tang;;;刘若英 Rene Liu;;;张柏芝 Cecilia Cheung;;;林志颖 Jimmy Lin;;;姜武 Wu Jiang;;;韩在石 Jae-seok Han;;;田中千绘 Chie Tanaka;;;郑佩佩 Pei-pei Cheng;;;北村一辉 Kazuki Kitamura;;;程伊 Yi Cheng;;;何炅 Jiong He,,";;;恒娱星空（北京）文化传播有限公司 Hengyu Xingkong (Beijing) Culture Communication Co., Ltd.;;;北京慈恩源文化传媒有限公司 Beijing Cienyuan Media Co.,Ltd;;;北京光线影业有限公司 Beijing Enlight Pictures Co.,Ltd;;;琥珀工场文化传媒（北京）有限公司 Amber Studio Media (Beijing)Co.,Ltd;;;华深国际投资有限公司 Huashen International Investment  Co.,Ltd",25472.0,7530.0,107.0,1280599.0,马楚成,6,12727.0,3.44621,206.0,,,0,0.0,0.0,0.0,1025141.0,汤唯,3,71837.0,7.51858,12543.0,0.0,1041007.0,刘若英,8,37221.0,3.74997,6210.0,2461.0,1280599.0,马楚成,4,12327.0,3.44621,206.0,1317594.0,陈舒,0,0.0,2.57044,0.0,,1242.0,动作/爱情,2D,2011-12-27,2011,12,27,1,4,52,False,True,False,"['动作', '爱情']",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11773,['2D'],1,0,0,9441,0,False,False,False,True,False,False
737,五月天追梦3DNA,95.0,2329.1,1022.0,3.38354,317465.65625,0.18198,2.47034,3.64193,0,0,7.8,1694.0,五月天 Mayday;;;任贤齐 Richie Ren;;;刘若英 Rene Liu;;;林雪 Suet Lam;;;陈信宏 Hsin-Hung Chen;;;石头 Tou Shi;;;怪兽 Monster;;;刘冠佑 Lau Ming;;;蔡升晏 Masa,";;;北京小马奔腾文化传媒股份有限公司 Beijing Galloping Horse Media Co.,Ltd;;;中国电影集团公司 China Film Group Corporation;;;卧虎藏龙国际文化传媒（北京）有限公司 Wohu Canglong International Media ( Beijing) Co., Ltd",";;;台湾得艺国际传媒股份有限公司  Taiwan Deyi International Media Co.,LTD;;;相信音乐唱片公司 Trust music record company;;;卧虎藏龙国际文化传媒（北京）有限公司 Wohu Canglong International Media ( Beijing) Co., Ltd",44848.0,16987.0,539.0,1351694.0,孔玟燕,0,0.0,0.9028,0.0,1323078.0,张荣吉,0,0.0,1.036,0.0,1275888.0,陈信宏,0,0.0,0.84252,0.0,0.0,1313622.0,刘冠佑,0,0.0,0.49218,0.0,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,639.0,1247.0,音乐/爱情/歌舞,2D/3D,2011-09-23,2011,9,23,4,3,38,False,True,False,"['音乐', '爱情', '歌舞']",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1912,"['2D', '3D']",1,1,0,9441,1,False,False,False,False,True,False
738,硬汉2：奉陪到底,86.0,2326.7,787.0,0.97683,37184.31641,0.18105,2.28602,0.91426,0,1,6.4,0.0,刘烨 Ye Liu;;;焦恩俊 Vincent Chiao;;;刘承俊 Sung-junYoo;;;张梓琳 Zilin Zhang;;;柳海龙 Hailong Liu;;;丁晟 Sheng Ding;;;徐冬梅 Dongmei Xu,;;;中国电影集团公司 China Film Group Corporation,";;;国家新闻出版广电总局电影卫星频道节目制作中心 China Movie Channel SARFT;;;中联京华文化传播（北京）有限公司 Zhonglian Jinghua Media (Beijing) Co., Ltd;;;一壹国际影视文化传媒（北京）有限公司  Yiyi International Entertainment ( Beijing) Co., Ltd",34424.0,7378.0,154.0,1274856.0,丁晟,3,16702.0,12.47104,259.0,,,0,0.0,0.0,0.0,1000572.0,刘烨,16,100347.0,11.37284,7816.0,5291.0,1275293.0,焦恩俊,1,748.0,0.75251,3221.0,205.0,1274856.0,丁晟,2,16502.0,12.47104,259.0,,,0,0.0,0.0,0.0,59.0,66.0,动作,2D,2011-04-01,2011,4,1,4,2,13,False,True,False,['动作'],1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17809,['2D'],1,0,0,9441,1,False,False,False,False,True,True
739,刀见笑,91.0,2233.3,1199.0,2.87361,405801.3125,0.19147,3.3563300000000003,1.8188,0,0,5.8,5034.0,张雨绮 Kitty Zhang;;;安藤政信 Masanobu Ando;;;游本昌 Benchang You;;;宁浩 Hao Ning;;;韩鹏翼 Pengyi Han;;;刘桦 Hua Liu;;;熊欣欣 Xinxin Xiong;;;徐冲 Chong Xu;;;刘晓烨 Xiaoye Liu,";;;中国电影集团公司 China Film Group Corporation;;;大地时代文化传播（北京）有限公司 Dadi Century Films（Beijing）Co.,Ltd;;;二十世纪福克斯电影公司 20th Century Fox Film Corporation",";;;北京星引力影视文化有限公司 Beijing 1st Cuts Entertainment Co.,Ltd;;;北京太合环球影业投资有限公司 Beijing Taihe Huanqiu Pictures Investment Co.,Ltd;;;福斯国际制作公司 FOX INTERNATIONAL PRODUCTIONS,INC.;;;北京优朋普乐科技有限公司 Bei Jing You Peng Pu Le Technology Co., LTD;;;北京紫旭绚阳文化发展有限公司 Beijing Zixu Xuanyang Media Co.,Ltd;;;山西博龙投资有限公司 Shanxi Bolong Investment  Co.,Ltd",26542.0,8452.0,301.0,1275211.0,乌尔善,0,0.0,5.80659,423.0,,,0,0.0,0.0,0.0,1045426.0,安藤政信,1,10227.0,0.45062,0.0,0.0,1274494.0,张雨绮,6,8915.0,4.32421,12996.0,1150.0,1313946.0,张嘉佳,0,0.0,4.59357,2177.0,1313949.0,唐缺,0,0.0,0.27844,0.0,59.0,1250.0,喜剧,2D,2011-03-17,2011,3,17,3,1,11,False,True,False,['喜剧'],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10255,['2D'],1,0,0,9441,0,False,False,False,False,True,False
740,无价之宝,94.0,2196.2,799.0,1.50134,176626.26562,0.18882,4.52946,1.25635,0,0,3.7,8058.0,张柏芝 Cecilia Cheung;;;郑中基 Ronald Cheng;;;邵兵 Bing Shao;;;刘桦 Hua Liu;;;林妙可 Miaoke Lin;;;谢振轩 Lucas Tse;;;王晶 Jing Wong;;;周奇奇 Qiqi Zhou;;;李丹妮 Danni Li;;;释彦能 Yanneng Shi;;;庄思敏 Jacquline Ch'ng;;;郑祖 Joe Cheng;;;张珂源 Keyuan Zhang;;;李国华 Guohua Li;;;郑伊健 Ekin Cheng;;;伍允龙 Philip Ng;;;王虎城 Hucheng Wang;;;付天骄 Tian-jiao Fu;;;陈金娜 Jin-na Chen;;;彭根 Gen Peng,";;;欢乐传媒集团有限公司 Joy Media Co.,Ltd;;;北京龙标影业有限公司 Longbiao（Beijing）Media Co.,Ltd",";;;欢乐传媒集团有限公司 Joy Media Co.,Ltd;;;中国电影集团公司 China Film Group Corporation;;;峨眉电影集团 E Mei Film Group;;;北京鲁镇兄弟影视传媒有限公司 Beijing Luzhen Xiongdi Entertainment Co.,Ltd;;;香港晶艺电影事业有限公司 Jing's Production Co.,Ltd;;;吉林省国宣传媒有限公司 Jilin Guoxuan Media Co.,Ltd",11043.0,3060.0,39.0,1288470.0,姜国民,1,302.0,0.90245,0.0,,,0,0.0,0.0,0.0,1003495.0,张柏芝,5,21471.0,2.81056,25753.0,1308.0,1032940.0,郑中基,7,45700.0,3.09965,2490.0,140.0,1274331.0,王晶,7,32888.0,25.56711,3369.0,,,0,0.0,0.0,0.0,874.0,874.0,喜剧,2D,2011-08-19,2011,8,19,4,3,33,False,True,False,['喜剧'],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10255,['2D'],1,0,0,9441,1,False,True,False,False,False,False
741,巴黎宝贝,92.0,2120.5,952.0,2.34586,301047.53125,0.18271,1.7816299999999998,2.6612400000000003,0,0,5.6,7353.0,邓超 Chao Deng;;;珍·玛奇 Jane March;;;尚-巴堤·莫里耶 Jean-Baptiste Maunier;;;刘宸希 Claire;;;克莱曼斯·圣-皮瑞 Clémence saint-preux;;;伊能静 Shizuka Inoh;;;程前 Qian Cheng;;;方青卓 Qingzhuo Fang;;;程六一 Liuyi Cheng;;;于越 Yue Yu,";;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd",";;;北京海润影业股份有限公司 Beijing Hairun Pictures Co.,Ltd;;;北京德信投资管理公司 Beijing Dexin Investment Company;;;北京紫禁城影业有限责任公司 Beijing Forbidden City Pictures Co.,Ltd",22462.0,6002.0,107.0,1323067.0,王菁,0,0.0,1.18582,1963.0,,,0,0.0,0.0,0.0,1274235.0,邓超,6,134318.0,24.43592,21662.0,8121.0,1031995.0,珍·玛奇,0,0.0,0.3895,0.0,0.0,1323067.0,王菁,0,0.0,1.18582,1963.0,,,0,0.0,0.0,0.0,257.0,1257.0,喜剧,2D,2011-08-25,2011,8,25,3,3,34,False,True,False,['喜剧'],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10255,['2D'],1,0,0,9441,0,False,True,False,False,True,True
742,开心魔法,100.0,2004.3,964.0,1.59566,162827.3125,0.18801,5.25421,0.62656,0,0,4.2,18627.0,吴尊 Chun Wu;;;吴千语 Karena Ng;;;黄百鸣 Bak-Ming Wong;;;古天乐 Louis Koo;;;闫妮 Ni Yan;;;吴京 Jing Wu;;;松明 Tonny;;;谈莉娜 Renata Tan;;;陈嘉宝 Anjaylia;;;潘杰宁 Kelana;;;何思谚 Leanne Ho;;;李丽珍 Loletta Lee;;;叶世荣 Sai-Wing Yip;;;谷德昭 Vincent Kuk Tak Chiu;;;鲍起静 Hee Ching Paw,";;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd;;;中国电影集团公司 China Film Group Corporation;;;上海天娱传媒有限公司 Shanghai EE Media  Co.,Ltd",";;;北京天娱传媒有限公司  Beijing Tianyu Media Co.,Ltd;;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd;;;香港天马电影出品有限公司 Pegasus Motion Pictures Limited;;;北京美都博雅文化传媒有限公司  Beijing Meidu Boya Media Co.,Ltd;;;湖南天娱影视制作有限公司 Hunan EE-Media Co.,Ltd",13516.0,3024.0,69.0,1274472.0,叶伟信,6,55316.0,8.04092,340.0,,,0,0.0,0.0,0.0,1316503.0,吴千语,0,0.0,1.04232,2791.0,753.0,1275277.0,黄百鸣,3,26692.0,3.02293,1408.0,320.0,1316682.0,黄子桓,4,42943.0,9.80138,103.0,1336976.0,陈大利,1,8488.0,3.34222,0.0,118.0,1259.0,喜剧,2D,2011-12-01,2011,12,1,3,4,48,False,True,False,['喜剧'],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10255,['2D'],1,0,0,9441,0,False,False,False,True,True,False
743,不再让你孤单,124.0,1999.6,651.0,1.83048,312155.875,0.19246,4.4745599999999985,0.84678,0,0,7.0,6151.0,舒淇 Hsu Chi;;;刘烨 Ye Liu;;;田亮 Liang Tian;;;冯丹滢 Danying Feng;;;萨日娜 Rina Sa;;;黄秋生 Anthony Wong;;;张颂文 Songwen Zhang;;;高天 Tian Gao;;;连凯 Andrew Lien,;;;博纳影业集团股份有限公司 Bona Film Group,";;;寰亚电影制作有限公司 Media Asia Film Production Co., Ltd.;;;中影寰亚音像制品有限公司 China Film Media Asia Audio Video Distribution Co.Ltd",101542.0,30346.0,702.0,1106979.0,刘伟强,7,43893.0,12.20493,717.0,,,0,0.0,0.0,0.0,1000572.0,刘烨,17,102674.0,11.37284,7816.0,5291.0,1138320.0,舒淇,8,118123.0,9.39179,12808.0,4112.0,1298901.0,邓洁明,2,10813.0,0.61825,0.0,,,0,0.0,0.0,0.0,80.0,167.0,爱情,2D,2011-05-13,2011,5,13,4,2,19,False,True,False,['爱情'],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5737,['2D'],1,0,0,9441,1,False,False,False,False,True,True
744,郭明义,90.0,1920.6,173.0,1.25901,114922.50781,0.18467,2.23661,2.27304,0,0,4.8,780.0,侯勇 Yong Hou;;;李沁 Qin Li;;;姜宏波 Hongbo Jiang,;;;中国电影集团公司 China Film Group Corporation;;;北方联合影视集团有限公司 North United Group Of Fim And Television,;;;北方联合影视集团有限公司 North United Group Of Fim And Television;;;辽宁广播电视台 Liaoning Radio and Television Station;;; 国家新闻出版广电总局电影卫星频道节目制作中心 China Movie Channel SARFT,911.0,321.0,11.0,1318334.0,陈国星,2,1621.0,1.88106,246.0,1274891.0,王竞,4,195.0,1.52069,0.0,1274228.0,侯勇,8,72452.0,3.51035,1772.0,38.0,1274900.0,姜宏波,5,9987.0,1.86148,904.0,268.0,1315936.0,高满堂,0,0.0,0.68957,0.0,,,0,0.0,0.0,0.0,59.0,1155.0,传记/纪录片,2D,2011-07-15,2011,7,15,4,3,28,False,True,False,"['传记', '纪录片']",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1799,['2D'],1,0,0,9441,1,False,True,False,False,True,False
745,守望者：罪恶迷途,103.0,1783.6,992.0,3.22532,619944.75,0.19252,4.2793199999999985,1.73069,0,0,6.8,80.0,任达华 Simon Yam;;;黄圣依 Eva Huang;;;张静初 Jingchu Zhang;;;郝蕾 Lei Hao;;;余少群 Shaoqun Yu;;;陈思诚 Sicheng Chen;;;巍子 Zi Wei;;;杜若溪 Xiaoting Du;;;石兆琪 Zhaoqi Shi,";;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd;;;深圳市新原野娱乐传媒有限公司 Dreams of Dragon Picture Co.,Ltd;;;北京二十一世纪威克影业投资有限公司  Beijing 21 Century Weike Pictures Investment Co.,Ltd",";;;深圳市新原野娱乐传媒有限公司 Dreams of Dragon Picture Co.,Ltd;;;北京二十一世纪威克影业投资有限公司  Beijing 21 Century Weike Pictures Investment Co.,Ltd;;;北京中盛和创文化传媒有限公司 Beijing ZhongSheng Hechuang Culture Media Co., LTD;;;浙江万影文化发展有限公司 Zhejiang Wanying Media Co., Ltd;;;鼎龙达（北京）国际文化传媒有限公司 Dinglongda（Beijing）International Cultural Media Co., Ltd.",16971.0,5822.0,338.0,1320824.0,非行,0,0.0,3.53875,168.0,,,0,0.0,0.0,0.0,1031194.0,任达华,8,73452.0,6.47194,5402.0,203.0,1274763.0,陈思诚,1,2806.0,15.28132,3643.0,1400.0,1320824.0,非行,0,0.0,3.53875,168.0,,,0,0.0,0.0,0.0,257.0,1072.0,惊悚/犯罪/悬疑,2D,2011-03-25,2011,3,25,4,1,12,False,True,False,"['惊悚', '犯罪', '悬疑']",3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7285,['2D'],1,0,0,9441,1,False,False,False,False,True,False
747,夺命心跳,94.0,1637.6,805.0,1.2085,47186.09766,0.17986,1.74715,0.73201,0,0,5.1,3937.0,梁家辉 Tony Leung Ka Fai;;;林熙蕾 Kelly Lin;;;黄维德 Weide Huang,";;;北京光线影业有限公司 Beijing Enlight Pictures Co.,Ltd",";;;西安曲江影视投资（集团）有限公司  Xi'an Qujiang Film&TV Investment Group Co.,Ltd;;;西安曲江文化产业风险投资有限公司 Xi An Qu Jiang Wen Hua Chan Ye Feng Jian Investment Co., LTD",4986.0,1411.0,60.0,1316514.0,张琦,0,0.0,2.9321,452.0,,,0,0.0,0.0,0.0,1041368.0,林熙蕾,8,33046.0,1.31118,2952.0,347.0,1118167.0,梁家辉,15,148868.0,8.59269,3588.0,0.0,1316514.0,张琦,0,0.0,2.9321,452.0,1321347.0,黄苇,0,0.0,0.36975,0.0,593.0,692.0,悬疑/惊悚,2D,2011-07-01,2011,7,1,4,3,26,False,True,False,"['悬疑', '惊悚']",2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4467,['2D'],1,0,0,9441,1,False,True,False,False,True,False
